Customer ID,Recency_Score,Frequency_Score,Monetary_Score,Segment
16248,3,2,1,about_to_sleep
16249,3,4,4,loyal_customers
16250,1,3,2,at_risk
16253,3,3,5,need_attention
16255,4,5,5,loyal_customers
16256,1,2,3,hibernating
16257,2,2,1,hibernating
16258,3,4,5,loyal_customers
16260,3,2,4,about_to_sleep
16261,4,4,3,loyal_customers
16265,5,5,5,champions
16266,2,5,3,cant_loose
16268,3,3,3,need_attention
16270,1,2,4,hibernating
16271,5,4,4,champions
16272,2,2,2,hibernating
16274,1,2,2,hibernating
16275,1,2,3,hibernating
16276,2,2,3,hibernating
16278,2,2,3,hibernating
16279,4,4,4,loyal_customers
16281,2,2,5,hibernating
16282,1,2,1,hibernating
16283,5,4,4,champions
16284,4,3,3,potential_loyalists
16287,2,2,1,hibernating
16292,2,2,2,hibernating
16293,4,5,5,loyal_customers
16295,5,4,4,champions
16297,1,2,2,hibernating
16298,4,4,3,loyal_customers
16302,2,2,1,hibernating
16303,4,4,5,loyal_customers
16305,2,2,2,hibernating
16306,1,5,3,cant_loose
16308,3,4,5,loyal_customers
16309,2,3,3,at_risk
16311,4,3,3,potential_loyalists
16313,5,3,2,potential_loyalists
16315,1,2,1,hibernating
16316,3,5,5,loyal_customers
16317,2,4,4,at_risk
16318,3,2,2,about_to_sleep
16319,1,2,2,hibernating
16320,2,3,4,at_risk
16321,2,4,2,at_risk
16322,5,3,2,potential_loyalists
16323,1,2,1,hibernating
16324,2,4,2,at_risk
16325,3,4,3,loyal_customers
16326,5,5,5,champions
16327,4,5,5,loyal_customers
16330,4,4,2,loyal_customers
16332,4,5,4,loyal_customers
16333,5,5,5,champions
16337,3,2,1,about_to_sleep
16338,2,2,1,hibernating
16339,1,2,1,hibernating
16340,2,2,3,hibernating
16341,4,4,4,loyal_customers
16342,2,4,2,at_risk
16343,4,3,2,potential_loyalists
16344,2,2,1,hibernating
16345,3,2,3,about_to_sleep
16347,5,3,3,potential_loyalists
16348,4,5,4,loyal_customers
16349,1,2,1,hibernating
16350,4,4,4,loyal_customers
16351,1,2,1,hibernating
16352,4,3,3,potential_loyalists
16353,5,5,5,champions
16354,3,3,2,need_attention
16356,1,4,1,at_risk
16357,3,4,3,loyal_customers
16358,5,4,4,champions
16359,5,5,4,champions
16360,5,5,5,champions
16361,5,4,3,champions
16362,4,4,3,loyal_customers
16363,3,2,1,about_to_sleep
16364,5,3,3,potential_loyalists
16365,4,5,4,loyal_customers
16366,4,2,2,potential_loyalists
16367,3,3,3,need_attention
16368,5,3,3,potential_loyalists
16369,4,4,4,loyal_customers
16370,2,4,4,at_risk
16372,3,3,2,need_attention
16374,3,3,2,need_attention
16376,5,3,4,potential_loyalists
16377,1,2,3,hibernating
16378,1,4,2,at_risk
16379,5,4,5,champions
16380,3,2,4,about_to_sleep
16383,2,3,3,at_risk
16384,2,3,3,at_risk
16385,3,4,3,loyal_customers
16386,4,3,2,potential_loyalists
16387,1,2,1,hibernating
16389,3,4,4,loyal_customers
16392,1,2,1,hibernating
16393,5,5,5,champions
16394,3,4,4,loyal_customers
16395,3,4,4,loyal_customers
16398,2,3,4,at_risk
16399,4,3,2,potential_loyalists
16400,2,2,2,hibernating
16401,5,5,5,champions
16402,1,3,2,at_risk
16403,1,2,1,hibernating
16404,3,2,2,about_to_sleep
16405,1,3,1,at_risk
16406,4,2,1,potential_loyalists
16407,5,5,5,champions
16409,3,4,4,loyal_customers
16411,4,3,1,potential_loyalists
16412,3,2,1,about_to_sleep
16413,3,2,2,about_to_sleep
16414,4,3,1,potential_loyalists
16415,3,2,1,about_to_sleep
16416,4,4,4,loyal_customers
16418,3,4,3,loyal_customers
16419,2,5,4,cant_loose
16422,4,5,5,loyal_customers
16423,4,2,2,potential_loyalists
16424,1,2,1,hibernating
16425,1,2,2,hibernating
16426,5,5,4,champions
16427,1,3,1,at_risk
16429,2,2,2,hibernating
16430,3,2,2,about_to_sleep
16431,1,4,3,at_risk
16432,3,2,2,about_to_sleep
16433,4,2,1,potential_loyalists
16434,4,5,4,loyal_customers
16438,5,4,3,champions
16440,5,4,5,champions
16441,3,3,2,need_attention
16442,5,4,3,champions
16444,3,4,3,loyal_customers
16445,3,2,1,about_to_sleep
16446,5,3,5,potential_loyalists
16447,2,2,2,hibernating
16448,1,2,1,hibernating
16449,1,3,3,at_risk
16450,2,2,2,hibernating
16451,2,2,2,hibernating
16454,3,3,1,need_attention
16455,3,5,4,loyal_customers
16456,2,4,5,at_risk
16457,1,2,1,hibernating
16458,5,5,5,champions
16460,4,4,3,loyal_customers
16461,2,2,1,hibernating
16462,2,4,1,at_risk
16463,4,4,4,loyal_customers
16464,4,4,4,loyal_customers
16466,3,5,4,loyal_customers
16468,2,2,1,hibernating
16469,4,4,3,loyal_customers
16470,3,4,3,loyal_customers
16471,1,2,1,hibernating
16473,2,4,2,at_risk
16474,5,5,4,champions
16475,2,4,3,at_risk
16477,3,5,5,loyal_customers
16478,4,4,2,loyal_customers
16479,5,3,2,potential_loyalists
16480,2,2,3,hibernating
16482,4,2,1,potential_loyalists
16483,1,2,1,hibernating
16484,2,3,2,at_risk
16485,2,2,2,hibernating
16488,3,4,3,loyal_customers
16491,3,2,3,about_to_sleep
16493,2,4,4,at_risk
16494,1,2,3,hibernating
16495,5,4,3,champions
16496,5,4,4,champions
16497,3,5,5,loyal_customers
16498,2,3,1,at_risk
16499,1,3,2,at_risk
16500,5,5,2,champions
16503,2,4,4,at_risk
16504,4,2,2,potential_loyalists
16505,4,2,3,potential_loyalists
16506,4,3,1,potential_loyalists
16509,1,2,2,hibernating
16510,1,2,1,hibernating
16511,4,4,4,loyal_customers
16513,5,4,3,champions
16515,3,4,4,loyal_customers
16516,4,2,1,potential_loyalists
16517,1,2,1,hibernating
16518,3,3,2,need_attention
16519,4,3,1,potential_loyalists
16520,1,4,4,at_risk
16523,5,5,5,champions
16525,5,5,5,champions
16526,2,2,2,hibernating
16527,2,2,1,hibernating
16528,5,2,1,potential_loyalists
16529,1,2,2,hibernating
16531,4,5,4,loyal_customers
16532,4,4,5,loyal_customers
16533,4,4,4,loyal_customers
16535,5,2,3,potential_loyalists
16536,2,2,3,hibernating
16539,5,4,4,champions
16542,3,2,1,about_to_sleep
16545,2,2,2,hibernating
16546,1,3,3,at_risk
16549,5,5,5,champions
16550,2,4,5,at_risk
16551,2,4,3,at_risk
16552,1,3,2,at_risk
16553,2,5,5,cant_loose
16554,3,4,3,loyal_customers
16555,3,3,2,need_attention
16556,3,5,5,loyal_customers
16557,4,3,2,potential_loyalists
16558,5,5,5,champions
16560,4,3,3,potential_loyalists
16561,5,3,3,potential_loyalists
16563,3,2,4,about_to_sleep
16565,1,2,1,hibernating
16566,4,4,3,loyal_customers
16567,1,3,3,at_risk
16569,5,2,1,potential_loyalists
16570,4,5,5,loyal_customers
16571,4,4,4,loyal_customers
16572,2,4,4,at_risk
16573,2,3,3,at_risk
16574,3,2,2,about_to_sleep
16581,1,2,1,hibernating
16582,2,2,2,hibernating
16583,1,2,1,hibernating
16584,2,3,3,at_risk
16586,1,2,2,hibernating
16587,1,2,1,hibernating
16589,3,4,2,loyal_customers
16591,3,2,1,about_to_sleep
16592,5,5,5,champions
16593,3,4,2,loyal_customers
16594,2,2,1,hibernating
16595,3,2,2,about_to_sleep
16596,4,3,2,potential_loyalists
16597,5,2,1,potential_loyalists
16598,1,2,1,hibernating
16600,5,5,3,champions
16601,3,2,1,about_to_sleep
16602,3,2,3,about_to_sleep
16603,2,3,2,at_risk
16607,4,5,5,loyal_customers
16609,4,5,5,loyal_customers
16610,1,2,1,hibernating
16611,1,2,1,hibernating
16612,4,4,4,loyal_customers
16613,3,2,3,about_to_sleep
16614,1,2,3,hibernating
16616,4,3,3,potential_loyalists
16617,1,2,1,hibernating
16618,4,4,5,loyal_customers
16619,1,2,1,hibernating
16620,5,3,1,potential_loyalists
16621,3,4,3,loyal_customers
16623,1,2,1,hibernating
16624,2,3,3,at_risk
16625,1,2,2,hibernating
16626,5,5,5,champions
16627,2,2,2,hibernating
16628,4,4,5,loyal_customers
16629,2,3,2,at_risk
16633,4,5,5,loyal_customers
16634,1,3,1,at_risk
16637,4,4,4,loyal_customers
16638,4,5,4,loyal_customers
16639,4,4,4,loyal_customers
16641,2,2,1,hibernating
16642,5,3,3,potential_loyalists
16643,1,2,2,hibernating
16644,2,3,3,at_risk
16647,2,3,1,at_risk
16648,3,2,2,about_to_sleep
16650,3,2,3,about_to_sleep
16652,3,5,5,loyal_customers
16653,4,3,4,potential_loyalists
16654,2,4,3,at_risk
16655,4,5,5,loyal_customers
16656,4,5,5,loyal_customers
16657,5,4,3,champions
16658,1,2,1,hibernating
16659,1,2,1,hibernating
16660,4,4,4,loyal_customers
16665,1,2,1,hibernating
16666,4,2,1,potential_loyalists
16667,3,3,3,need_attention
16668,4,5,2,loyal_customers
16669,4,4,4,loyal_customers
16670,4,5,5,loyal_customers
16671,4,4,4,loyal_customers
16672,5,5,5,champions
16674,3,3,2,need_attention
16676,3,4,4,loyal_customers
16678,5,5,5,champions
16679,1,2,1,hibernating
16680,3,2,1,about_to_sleep
16681,2,5,4,cant_loose
16682,5,4,4,champions
16684,5,5,5,champions
16685,3,3,2,need_attention
16686,3,5,5,loyal_customers
16688,5,4,4,champions
16689,2,3,2,at_risk
16690,2,3,1,at_risk
16692,1,3,4,at_risk
16693,3,3,2,need_attention
16696,2,4,3,at_risk
16697,1,2,1,hibernating
16698,1,3,4,at_risk
16700,5,5,5,champions
16701,5,5,5,champions
16705,5,5,5,champions
16706,3,4,3,loyal_customers
16708,3,2,3,about_to_sleep
16709,2,4,5,at_risk
16710,4,5,5,loyal_customers
16711,5,4,4,champions
16712,5,5,5,champions
16713,4,5,5,loyal_customers
16714,1,4,4,at_risk
16715,2,2,2,hibernating
16716,1,3,3,at_risk
16717,4,5,5,loyal_customers
16718,1,2,3,hibernating
16719,4,5,4,loyal_customers
16720,4,2,1,potential_loyalists
16721,1,2,2,hibernating
16722,4,5,5,loyal_customers
16723,2,3,3,at_risk
16725,1,5,3,cant_loose
16726,4,4,4,loyal_customers
16727,1,2,2,hibernating
16728,3,4,4,loyal_customers
16729,3,5,5,loyal_customers
16730,3,4,3,loyal_customers
16732,4,2,3,potential_loyalists
16734,3,4,3,loyal_customers
16735,2,4,5,at_risk
16737,3,2,2,about_to_sleep
16738,1,2,1,hibernating
16739,2,2,2,hibernating
16742,3,2,2,about_to_sleep
16743,4,5,5,loyal_customers
16744,5,5,4,champions
16745,2,5,5,cant_loose
16746,5,5,5,champions
16747,3,3,3,need_attention
16748,4,4,4,loyal_customers
16750,3,4,3,loyal_customers
16751,4,2,4,potential_loyalists
16752,1,2,1,hibernating
16753,3,2,1,about_to_sleep
16754,1,2,4,hibernating
16755,2,4,4,at_risk
16756,1,2,1,hibernating
16757,1,2,1,hibernating
16758,3,2,2,about_to_sleep
16759,5,4,3,champions
16761,2,2,2,hibernating
16762,4,4,4,loyal_customers
16763,1,2,3,hibernating
16764,5,5,5,champions
16765,1,2,1,hibernating
16766,1,3,4,at_risk
16767,4,5,5,loyal_customers
16768,3,4,2,loyal_customers
16769,1,2,2,hibernating
16770,3,4,3,loyal_customers
16771,3,4,5,loyal_customers
16773,3,2,1,about_to_sleep
16774,3,4,3,loyal_customers
16775,5,5,4,champions
16776,3,2,2,about_to_sleep
16777,2,3,1,at_risk
16778,2,3,1,at_risk
16779,5,5,5,champions
16780,2,3,2,at_risk
16781,1,2,2,hibernating
16782,5,5,5,champions
16784,4,2,1,potential_loyalists
16788,2,3,3,at_risk
16789,5,2,1,potential_loyalists
16790,5,5,4,champions
16791,4,5,4,loyal_customers
16792,1,3,1,at_risk
16793,3,2,1,about_to_sleep
16794,5,5,4,champions
16795,1,2,2,hibernating
16796,2,2,2,hibernating
16800,5,2,4,potential_loyalists
16801,2,4,4,at_risk
16803,3,2,2,about_to_sleep
16804,4,4,3,loyal_customers
16805,2,3,2,at_risk
16806,2,4,3,at_risk
16807,2,4,4,at_risk
16808,2,3,2,at_risk
16809,4,4,3,loyal_customers
16810,1,2,2,hibernating
16811,5,3,3,potential_loyalists
16812,1,2,2,hibernating
16813,5,5,4,champions
16814,4,5,5,loyal_customers
16816,2,4,2,at_risk
16817,5,5,4,champions
16818,5,5,5,champions
16820,2,2,3,hibernating
16823,1,2,2,hibernating
16824,4,3,2,potential_loyalists
16825,3,3,3,need_attention
16826,3,2,2,about_to_sleep
16828,2,3,1,at_risk
16829,2,2,1,hibernating
16830,3,2,2,about_to_sleep
16832,1,4,1,at_risk
16833,5,4,4,champions
16834,1,2,2,hibernating
16835,2,3,1,at_risk
16836,3,3,2,need_attention
16837,4,5,5,loyal_customers
16838,1,3,3,at_risk
16839,5,5,5,champions
16841,3,5,4,loyal_customers
16842,2,4,4,at_risk
16843,3,5,5,loyal_customers
16846,3,2,1,about_to_sleep
16847,3,2,1,about_to_sleep
16848,3,2,2,about_to_sleep
16849,1,2,1,hibernating
16850,1,2,2,hibernating
16851,5,4,2,champions
16852,5,3,1,potential_loyalists
16855,4,3,2,potential_loyalists
16856,4,2,1,potential_loyalists
16858,1,2,2,hibernating
16859,2,3,3,at_risk
16861,3,3,1,need_attention
16863,4,3,3,potential_loyalists
16866,2,4,1,at_risk
16869,4,4,3,loyal_customers
16871,4,5,5,loyal_customers
16872,2,4,3,at_risk
16873,5,5,5,champions
16875,3,4,5,loyal_customers
16877,5,5,3,champions
16878,2,2,1,hibernating
16880,4,5,4,loyal_customers
16881,3,2,2,about_to_sleep
16882,3,4,3,loyal_customers
16883,1,3,2,at_risk
16884,3,3,2,need_attention
16885,4,4,2,loyal_customers
16887,3,2,1,about_to_sleep
16889,1,4,4,at_risk
16891,5,4,3,champions
16892,5,4,3,champions
16893,1,2,1,hibernating
16895,3,2,1,about_to_sleep
16897,1,3,2,at_risk
16898,4,4,3,loyal_customers
16899,5,5,4,champions
16900,4,4,3,loyal_customers
16902,2,2,4,hibernating
16903,4,2,2,potential_loyalists
16904,5,5,5,champions
16905,5,5,5,champions
16906,2,4,3,at_risk
16907,4,4,4,loyal_customers
16909,2,2,2,hibernating
16910,5,5,4,champions
16912,4,5,5,loyal_customers
16913,1,2,1,hibernating
16914,3,2,1,about_to_sleep
16915,5,5,3,champions
16916,4,3,3,potential_loyalists
16917,1,2,2,hibernating
16918,3,5,4,loyal_customers
16919,2,5,5,cant_loose
16921,3,2,1,about_to_sleep
16923,5,5,5,champions
16924,4,4,3,loyal_customers
16926,1,2,1,hibernating
16927,2,4,3,at_risk
16928,2,5,5,cant_loose
16929,5,5,4,champions
16930,4,4,2,loyal_customers
16931,5,5,5,champions
16932,3,2,1,about_to_sleep
16933,5,3,3,potential_loyalists
16934,3,3,4,need_attention
16936,4,2,2,potential_loyalists
16938,5,4,5,champions
16940,3,4,5,loyal_customers
16942,5,5,4,champions
16943,1,4,3,at_risk
16945,4,5,5,loyal_customers
16947,1,2,2,hibernating
16948,2,4,2,at_risk
16949,5,5,4,champions
16950,3,4,4,loyal_customers
16951,2,4,4,at_risk
16952,2,3,1,at_risk
16953,4,2,1,potential_loyalists
16954,5,5,5,champions
16955,1,4,3,at_risk
16956,4,2,2,potential_loyalists
16957,1,3,2,at_risk
16959,2,2,1,hibernating
16960,3,4,3,loyal_customers
16961,2,2,1,hibernating
16963,1,2,1,hibernating
16965,1,2,1,hibernating
16966,5,5,5,champions
16967,1,2,2,hibernating
16968,5,3,2,potential_loyalists
16969,3,4,3,loyal_customers
16971,3,2,2,about_to_sleep
16976,1,2,2,hibernating
16978,2,2,2,hibernating
16979,5,5,4,champions
16980,1,3,4,at_risk
16982,3,2,2,about_to_sleep
16983,5,5,4,champions
16984,2,3,5,at_risk
16985,4,5,5,loyal_customers
16986,4,3,4,potential_loyalists
16987,5,5,4,champions
16988,5,2,1,potential_loyalists
16989,5,5,4,champions
16990,1,2,1,hibernating
16992,5,4,4,champions
16996,4,5,4,loyal_customers
16997,1,4,3,at_risk
16998,2,4,2,at_risk
16999,4,3,2,potential_loyalists
17001,5,5,5,champions
17002,2,4,4,at_risk
17004,3,3,4,need_attention
17006,5,4,3,champions
17007,3,5,3,loyal_customers
17010,4,2,1,potential_loyalists
17011,4,2,2,potential_loyalists
17014,5,4,3,champions
17015,4,4,4,loyal_customers
17017,5,5,5,champions
17018,3,3,3,need_attention
17019,5,4,4,champions
17022,4,2,1,potential_loyalists
17024,3,4,1,loyal_customers
17025,3,4,2,loyal_customers
17026,1,3,1,at_risk
17027,2,5,3,cant_loose
17029,2,3,3,at_risk
17030,3,2,1,about_to_sleep
17031,5,3,2,potential_loyalists
17033,2,4,4,at_risk
17034,4,4,3,loyal_customers
17035,1,3,2,at_risk
17037,2,2,4,hibernating
17038,4,2,1,potential_loyalists
17040,2,2,2,hibernating
17041,4,4,4,loyal_customers
17042,5,4,4,champions
17043,4,4,4,loyal_customers
17044,4,2,4,potential_loyalists
17045,2,4,2,at_risk
17046,2,2,3,hibernating
17047,2,4,4,at_risk
17048,2,4,3,at_risk
17049,5,5,5,champions
17050,2,5,5,cant_loose
17051,1,2,1,hibernating
17052,4,2,2,potential_loyalists
17053,2,2,3,hibernating
17054,4,4,4,loyal_customers
17058,2,4,4,at_risk
17059,4,4,5,loyal_customers
17060,1,2,1,hibernating
17061,2,5,5,cant_loose
17062,1,4,3,at_risk
17063,4,5,4,loyal_customers
17064,3,4,3,loyal_customers
17068,5,5,5,champions
17069,4,5,5,loyal_customers
17070,2,2,2,hibernating
17071,4,5,5,loyal_customers
17073,4,4,4,loyal_customers
17075,4,4,3,loyal_customers
17076,3,4,3,loyal_customers
17078,3,3,2,need_attention
17079,2,2,1,hibernating
17080,4,3,2,potential_loyalists
17081,4,3,2,potential_loyalists
17082,3,3,4,need_attention
17083,2,4,4,at_risk
17084,3,3,5,need_attention
17085,2,4,4,at_risk
17086,5,5,4,champions
17088,4,4,4,loyal_customers
17090,5,5,4,champions
17091,5,5,5,champions
17092,3,4,4,loyal_customers
17094,1,2,2,hibernating
17095,4,4,4,loyal_customers
17096,4,4,4,loyal_customers
17097,5,5,4,champions
17100,4,3,4,potential_loyalists
17101,5,4,4,champions
17102,1,2,1,hibernating
17105,2,3,3,at_risk
17107,3,5,5,loyal_customers
17109,4,5,3,loyal_customers
17110,2,2,1,hibernating
17111,3,2,1,about_to_sleep
17114,5,5,3,champions
17115,5,4,3,champions
17117,1,2,1,hibernating
17118,1,2,1,hibernating
17119,5,3,3,potential_loyalists
17120,1,2,2,hibernating
17122,2,2,1,hibernating
17123,2,2,2,hibernating
17124,1,2,2,hibernating
17125,3,2,2,about_to_sleep
17126,2,4,4,at_risk
17128,1,2,1,hibernating
17131,5,4,5,champions
17133,4,5,5,loyal_customers
17134,2,3,2,at_risk
17135,4,5,4,loyal_customers
17138,1,2,2,hibernating
17139,4,5,5,loyal_customers
17140,1,2,2,hibernating
17142,1,2,3,hibernating
17144,5,3,4,potential_loyalists
17146,2,4,3,at_risk
17147,4,4,4,loyal_customers
17148,3,2,1,about_to_sleep
17152,1,4,4,at_risk
17153,4,2,1,potential_loyalists
17154,2,2,2,hibernating
17155,4,3,2,potential_loyalists
17157,5,3,2,potential_loyalists
17158,4,4,4,loyal_customers
17159,4,4,4,loyal_customers
17160,4,5,5,loyal_customers
17162,4,5,4,loyal_customers
17163,4,3,2,potential_loyalists
17164,4,5,5,loyal_customers
17165,1,2,1,hibernating
17166,3,3,1,need_attention
17169,3,3,3,need_attention
17171,1,2,1,hibernating
17172,2,2,2,hibernating
17173,5,5,5,champions
17174,1,2,1,hibernating
17175,3,4,4,loyal_customers
17176,1,2,2,hibernating
17179,2,4,3,at_risk
17180,3,4,3,loyal_customers
17181,3,3,1,need_attention
17183,5,5,5,champions
17186,3,3,1,need_attention
17187,1,2,1,hibernating
17188,5,5,5,champions
17189,2,3,2,at_risk
17190,3,3,2,need_attention
17191,4,5,5,loyal_customers
17193,3,5,4,loyal_customers
17194,1,3,2,at_risk
17197,4,2,4,potential_loyalists
17198,4,4,3,loyal_customers
17201,3,2,2,about_to_sleep
17203,3,5,5,loyal_customers
17204,2,4,4,at_risk
17205,3,2,2,about_to_sleep
17206,3,2,1,about_to_sleep
17211,4,5,5,loyal_customers
17212,1,2,1,hibernating
17213,3,5,5,loyal_customers
17214,3,5,4,loyal_customers
17217,1,2,1,hibernating
17218,5,5,4,champions
17219,4,2,1,potential_loyalists
17220,4,5,5,loyal_customers
17221,5,3,2,potential_loyalists
17222,3,2,2,about_to_sleep
17223,1,3,2,at_risk
17226,1,2,2,hibernating
17227,4,5,3,loyal_customers
17228,4,5,4,loyal_customers
17229,2,3,2,at_risk
17230,1,5,5,cant_loose
17231,5,5,5,champions
17232,5,3,2,potential_loyalists
17233,3,2,1,about_to_sleep
17234,1,2,1,hibernating
17235,4,3,3,potential_loyalists
17236,5,5,3,champions
17237,5,3,2,potential_loyalists
17238,5,5,5,champions
17239,1,2,2,hibernating
17242,2,3,4,at_risk
17243,5,5,5,champions
17244,3,2,4,about_to_sleep
17245,1,2,1,hibernating
17247,4,2,2,potential_loyalists
17248,2,2,2,hibernating
17250,5,3,2,potential_loyalists
17251,1,2,2,hibernating
17252,2,3,2,at_risk
17253,4,2,1,potential_loyalists
17254,5,3,2,potential_loyalists
17255,3,3,2,need_attention
17256,2,3,1,at_risk
17259,2,3,3,at_risk
17262,3,4,4,loyal_customers
17263,1,2,1,hibernating
17265,2,3,3,at_risk
17266,5,4,2,champions
17267,2,3,2,at_risk
17268,2,4,3,at_risk
17272,3,4,5,loyal_customers
17274,3,2,1,about_to_sleep
17277,1,3,4,at_risk
17278,1,2,1,hibernating
17279,3,2,1,about_to_sleep
17282,2,4,4,at_risk
17284,3,5,4,loyal_customers
17286,4,2,1,potential_loyalists
17287,4,5,4,loyal_customers
17288,5,5,4,champions
17289,4,4,4,loyal_customers
17290,5,3,3,potential_loyalists
17291,1,2,3,hibernating
17293,5,5,4,champions
17295,4,4,3,loyal_customers
17297,4,2,1,potential_loyalists
17298,2,3,3,at_risk
17299,5,4,3,champions
17301,4,2,1,potential_loyalists
17302,4,4,4,loyal_customers
17303,1,2,1,hibernating
17306,5,5,5,champions
17309,2,2,1,hibernating
17311,2,3,4,at_risk
17312,2,4,3,at_risk
17313,4,2,5,potential_loyalists
17314,4,5,5,loyal_customers
17315,5,5,5,champions
17317,3,4,5,loyal_customers
17320,2,4,4,at_risk
17321,5,3,3,potential_loyalists
17323,4,5,3,loyal_customers
17324,4,4,4,loyal_customers
17325,1,2,1,hibernating
17329,4,3,3,potential_loyalists
17330,4,3,2,potential_loyalists
17331,2,2,1,hibernating
17333,2,2,3,hibernating
17334,1,3,2,at_risk
17337,2,4,4,at_risk
17338,4,5,5,loyal_customers
17339,2,3,1,at_risk
17340,4,5,5,loyal_customers
17341,2,4,3,at_risk
17343,1,2,1,hibernating
17344,3,2,1,about_to_sleep
17345,4,4,3,loyal_customers
17346,5,5,5,champions
17347,2,2,1,hibernating
17348,4,4,4,loyal_customers
17349,2,2,1,hibernating
17350,5,4,4,champions
17351,3,4,3,loyal_customers
17353,2,3,4,at_risk
17354,3,2,4,about_to_sleep
17356,1,2,1,hibernating
17357,4,3,2,potential_loyalists
17358,1,3,2,at_risk
17359,5,2,1,potential_loyalists
17360,4,4,3,loyal_customers
17361,3,4,2,loyal_customers
17362,1,3,2,at_risk
17364,5,5,5,champions
17365,5,5,5,champions
17367,1,2,1,hibernating
17368,4,5,4,loyal_customers
17370,2,4,2,at_risk
17371,4,4,2,loyal_customers
17372,3,5,4,loyal_customers
17373,3,4,3,loyal_customers
17374,1,3,3,at_risk
17375,1,4,2,at_risk
17376,3,3,1,need_attention
17377,4,5,5,loyal_customers
17379,5,2,2,potential_loyalists
17381,5,5,5,champions
17382,3,2,1,about_to_sleep
17383,5,2,1,potential_loyalists
17384,4,3,2,potential_loyalists
17385,4,2,2,potential_loyalists
17386,5,5,5,champions
17387,4,3,3,potential_loyalists
17388,2,4,4,at_risk
17389,5,5,5,champions
17391,2,3,3,at_risk
17392,1,3,2,at_risk
17394,1,2,1,hibernating
17396,3,5,5,loyal_customers
17397,4,3,3,potential_loyalists
17398,2,4,3,at_risk
17400,2,4,5,at_risk
17402,5,5,5,champions
17403,3,2,2,about_to_sleep
17404,5,5,5,champions
17405,5,4,4,champions
17406,1,4,5,at_risk
17408,2,2,1,hibernating
17409,1,3,3,at_risk
17410,4,4,4,loyal_customers
17411,5,4,3,champions
17412,5,5,4,champions
17414,3,3,3,need_attention
17415,2,2,3,hibernating
17416,4,5,5,loyal_customers
17418,3,3,2,need_attention
17419,5,5,5,champions
17420,3,4,3,loyal_customers
17422,4,5,4,loyal_customers
17423,3,3,3,need_attention
17425,4,3,3,potential_loyalists
17426,5,5,5,champions
17427,3,2,1,about_to_sleep
17428,5,5,5,champions
17429,2,4,3,at_risk
17430,4,3,2,potential_loyalists
17431,1,2,2,hibernating
17432,4,3,2,potential_loyalists
17433,2,2,2,hibernating
17434,5,5,5,champions
17436,5,3,1,potential_loyalists
17438,1,2,2,hibernating
17440,2,4,1,at_risk
17442,3,5,5,loyal_customers
17443,1,2,3,hibernating
17444,2,4,5,at_risk
17446,2,3,1,at_risk
17447,3,3,3,need_attention
17449,5,5,5,champions
17450,5,5,5,champions
17451,5,5,4,champions
17453,4,3,2,potential_loyalists
17454,1,4,3,at_risk
17455,1,2,1,hibernating
17456,1,2,1,hibernating
17457,2,4,4,at_risk
17458,4,2,2,potential_loyalists
17459,3,3,3,need_attention
17460,2,5,3,cant_loose
17461,4,4,3,loyal_customers
17462,3,3,3,need_attention
17463,4,4,4,loyal_customers
17464,2,2,2,hibernating
17466,5,3,3,potential_loyalists
17468,5,3,1,potential_loyalists
17469,4,4,4,loyal_customers
17470,3,4,4,loyal_customers
17472,1,4,3,at_risk
17475,2,2,1,hibernating
17480,2,2,3,hibernating
17481,5,4,4,champions
17483,3,4,2,loyal_customers
17486,1,2,2,hibernating
17489,3,3,2,need_attention
17490,5,5,5,champions
17491,5,5,5,champions
17492,1,2,2,hibernating
17495,5,3,3,potential_loyalists
17496,1,2,2,hibernating
17498,2,2,2,hibernating
17499,1,2,3,hibernating
17500,4,4,4,loyal_customers
17501,1,3,2,at_risk
17502,5,4,3,champions
17503,5,3,3,potential_loyalists
17504,1,5,5,cant_loose
17505,2,3,4,at_risk
17506,2,2,2,hibernating
17507,1,3,3,at_risk
17508,1,2,2,hibernating
17509,3,5,5,loyal_customers
17510,4,2,2,potential_loyalists
17511,5,5,5,champions
17512,4,5,5,loyal_customers
17513,2,2,3,hibernating
17514,2,2,1,hibernating
17515,4,4,3,loyal_customers
17516,4,4,3,loyal_customers
17517,1,2,1,hibernating
17519,4,5,4,loyal_customers
17520,3,2,3,about_to_sleep
17521,4,4,3,loyal_customers
17522,5,4,4,champions
17523,5,4,3,champions
17524,1,2,1,hibernating
17525,1,2,2,hibernating
17526,5,4,4,champions
17527,3,4,3,loyal_customers
17528,5,5,5,champions
17530,5,5,5,champions
17531,1,2,2,hibernating
17534,3,2,1,about_to_sleep
17535,1,2,1,hibernating
17536,2,2,1,hibernating
17537,4,3,3,potential_loyalists
17538,4,2,1,potential_loyalists
17540,4,3,3,potential_loyalists
17542,1,2,1,hibernating
17545,3,4,3,loyal_customers
17548,1,2,1,hibernating
17549,4,3,1,potential_loyalists
17550,1,4,2,at_risk
17551,1,2,2,hibernating
17552,3,4,3,loyal_customers
17553,2,2,4,hibernating
17554,5,4,4,champions
17555,4,3,2,potential_loyalists
17556,1,2,1,hibernating
17557,4,4,3,loyal_customers
17560,2,4,3,at_risk
17561,4,2,1,potential_loyalists
17562,4,5,4,loyal_customers
17564,4,4,2,loyal_customers
17566,5,3,3,potential_loyalists
